date,worker_id,shift,dock_id,dock_in_use,items_picked,hours_worked,orders_completed,errors
2023-04-10 10:00:00,W010,AM,4,1,59,0.88,5,0
2023-04-10 11:00:00,W039,AM,3,1,45,0.7,11,0
2023-04-10 12:00:00,W013,Night,8,0,40,0.59,11,1
2023-04-10 13:00:00,W031,AM,1,1,47,0.73,3,0
2023-04-10 14:00:00,W007,Night,2,0,47,0.78,6,1
2023-04-10 15:00:00,W049,AM,2,1,55,0.73,8,0
2023-04-10 16:00:00,W042,AM,8,0,46,0.96,6,0
2023-04-10 17:00:00,W042,Night,7,1,42,0.64,13,0
2023-04-10 18:00:00,W036,AM,6,1,45,0.83,7,0
2023-04-10 19:00:00,W020,PM,5,1,58,0.56,5,0
2023-04-10 20:00:00,W004,PM,5,1,44,0.7,10,0
2023-04-10 21:00:00,W007,AM,2,1,40,0.87,14,0
2023-04-10 22:00:00,W001,PM,3,1,58,0.61,5,0
2023-04-10 23:00:00,W044,Night,3,1,52,0.79,2,0
2023-04-11 00:00:00,W045,AM,4,1,41,0.58,6,1
2023-04-11 01:00:00,W042,AM,8,1,45,0.55,6,0
2023-04-11 02:00:00,W047,Night,6,0,49,0.76,9,0
2023-04-11 03:00:00,W013,Night,8,1,37,0.84,12,0
2023-04-11 04:00:00,W022,Night,8,0,43,0.56,11,0
2023-04-11 05:00:00,W021,AM,4,1,32,0.96,10,0
2023-04-11 06:00:00,W022,Night,5,1,40,0.61,6,1
2023-04-11 07:00:00,W028,Night,8,1,51,0.56,12,1
2023-04-11 08:00:00,W009,PM,2,1,42,0.6,8,0
2023-04-11 09:00:00,W026,PM,7,1,48,0.58,8,0
2023-04-11 10:00:00,W009,AM,8,0,49,0.55,10,1
2023-04-11 11:00:00,W015,PM,3,1,42,0.9,8,0
2023-04-11 12:00:00,W010,PM,8,0,40,0.75,6,0
2023-04-11 13:00:00,W024,Night,2,1,36,0.69,6,1
2023-04-11 14:00:00,W042,Night,1,0,45,0.98,7,0
2023-04-11 15:00:00,W008,PM,2,1,59,0.69,4,0
2023-04-11 16:00:00,W024,PM,1,1,50,0.58,4,1
2023-04-11 17:00:00,W016,PM,4,0,47,0.64,12,0
2023-04-11 18:00:00,W049,AM,4,1,46,0.62,9,0
2023-04-11 19:00:00,W026,AM,5,0,37,0.75,11,0
2023-04-11 20:00:00,W027,AM,2,1,49,0.65,9,0
2023-04-11 21:00:00,W037,PM,2,1,35,0.76,7,2
2023-04-11 22:00:00,W004,PM,1,0,40,0.83,6,0
2023-04-11 23:00:00,W050,AM,4,0,56,0.89,9,0
2023-04-12 00:00:00,W024,AM,1,1,39,0.86,7,0
2023-04-12 01:00:00,W019,PM,4,0,36,0.6,5,0
2023-04-12 02:00:00,W036,Night,1,1,34,0.56,7,0
2023-04-12 03:00:00,W039,AM,4,0,41,0.77,9,0
2023-04-12 04:00:00,W010,PM,1,0,54,0.6,7,1
2023-04-12 05:00:00,W025,PM,7,1,46,0.54,4,0
2023-04-12 06:00:00,W018,Night,4,0,49,0.76,5,0
2023-04-12 07:00:00,W019,PM,6,1,34,0.66,11,0
2023-04-12 08:00:00,W036,PM,1,0,42,0.88,4,0
2023-04-12 09:00:00,W010,AM,2,0,42,0.66,6,0
2023-04-12 10:00:00,W033,AM,5,1,47,0.99,6,1
2023-04-12 11:00:00,W050,Night,6,1,32,0.88,5,0
2023-04-12 12:00:00,W005,Night,6,1,60,0.53,9,2
2023-04-12 13:00:00,W047,PM,1,0,40,0.75,8,0
2023-04-12 14:00:00,W049,AM,5,1,39,0.78,8,1
2023-04-12 15:00:00,W035,Night,2,1,51,0.85,4,0
2023-04-12 16:00:00,W044,Night,6,0,49,0.75,4,0
2023-04-12 17:00:00,W034,Night,2,1,42,0.74,10,1
2023-04-12 18:00:00,W033,PM,4,1,34,0.68,4,1
2023-04-12 19:00:00,W021,AM,8,1,44,0.64,6,0
2023-04-12 20:00:00,W017,Night,7,1,40,0.97,8,0
2023-04-12 21:00:00,W022,AM,8,1,45,0.66,10,1
2023-04-12 22:00:00,W048,Night,8,0,45,0.53,12,0
2023-04-12 23:00:00,W037,Night,5,1,47,0.58,6,0
2023-04-13 00:00:00,W015,AM,7,0,43,0.93,6,0
2023-04-13 01:00:00,W035,AM,3,1,45,0.79,7,0
2023-04-13 02:00:00,W028,AM,4,1,37,0.89,10,0
2023-04-13 03:00:00,W007,PM,5,1,50,0.9,9,0
2023-04-13 04:00:00,W032,Night,1,1,47,0.91,6,0
2023-04-13 05:00:00,W011,PM,7,0,41,0.78,14,0
2023-04-13 06:00:00,W010,AM,1,1,46,0.59,11,0
2023-04-13 07:00:00,W009,Night,2,1,34,0.57,9,0
2023-04-13 08:00:00,W014,PM,8,1,55,0.79,7,0
2023-04-13 09:00:00,W013,Night,6,1,53,0.68,7,0
2023-04-13 10:00:00,W025,PM,7,0,42,0.78,6,1
2023-04-13 11:00:00,W002,AM,3,1,43,0.75,16,0
2023-04-13 12:00:00,W035,PM,1,0,46,0.8,7,0
2023-04-13 13:00:00,W007,Night,5,1,34,0.52,12,2
2023-04-13 14:00:00,W021,Night,7,0,55,0.52,7,0
2023-04-13 15:00:00,W018,Night,7,1,29,0.86,10,0
2023-04-13 16:00:00,W003,Night,6,1,44,0.6,4,0
2023-04-13 17:00:00,W042,AM,6,0,50,0.83,10,0
2023-04-13 18:00:00,W039,PM,5,1,42,0.77,7,0
2023-04-13 19:00:00,W041,AM,6,1,45,0.99,4,0
2023-04-13 20:00:00,W049,AM,1,1,62,0.92,7,1
2023-04-13 21:00:00,W011,AM,5,0,49,0.71,9,0
2023-04-13 22:00:00,W039,Night,8,0,43,0.81,7,1
2023-04-13 23:00:00,W024,Night,5,0,36,0.56,11,0
2023-04-14 00:00:00,W046,Night,2,0,42,0.69,7,0
2023-04-14 01:00:00,W019,PM,3,1,47,0.87,6,0
2023-04-14 02:00:00,W004,Night,7,1,41,0.81,12,0
2023-04-14 03:00:00,W026,PM,2,1,41,0.74,7,0
2023-04-14 04:00:00,W038,Night,3,1,46,0.59,8,0
2023-04-14 05:00:00,W042,Night,5,1,37,0.9,7,0
2023-04-14 06:00:00,W032,AM,7,1,39,0.64,8,0
2023-04-14 07:00:00,W039,AM,6,0,51,0.91,10,1
2023-04-14 08:00:00,W045,AM,3,1,50,0.81,6,0
2023-04-14 09:00:00,W046,PM,5,1,33,0.69,9,0
2023-04-14 10:00:00,W036,PM,5,1,47,0.52,2,1
2023-04-14 11:00:00,W040,Night,2,0,55,0.62,8,0
2023-04-14 12:00:00,W037,PM,2,0,38,0.94,5,0
2023-04-14 13:00:00,W033,Night,6,0,49,0.91,12,0
2023-04-14 14:00:00,W036,PM,8,1,41,0.79,7,0
2023-04-14 15:00:00,W003,PM,4,1,45,0.73,8,0
2023-04-14 16:00:00,W009,PM,1,0,46,0.82,9,0
2023-04-14 17:00:00,W008,AM,4,1,39,0.73,10,0
2023-04-14 18:00:00,W033,PM,4,1,56,0.82,7,0
2023-04-14 19:00:00,W006,AM,7,1,44,0.65,7,0
2023-04-14 20:00:00,W041,AM,8,1,50,0.92,11,0
2023-04-14 21:00:00,W039,PM,7,0,56,0.85,12,0
2023-04-14 22:00:00,W004,Night,6,1,41,0.66,10,0
2023-04-14 23:00:00,W013,Night,7,0,43,0.92,8,1
2023-04-15 00:00:00,W049,Night,3,1,43,0.74,13,0
2023-04-15 01:00:00,W002,PM,6,1,44,0.59,3,0
2023-04-15 02:00:00,W005,Night,6,1,51,0.54,10,1
2023-04-15 03:00:00,W044,AM,5,1,37,0.85,6,0
2023-04-15 04:00:00,W027,Night,5,1,51,0.93,9,0
2023-04-15 05:00:00,W032,PM,5,1,49,0.9,3,0
2023-04-15 06:00:00,W021,Night,1,1,39,0.83,8,0
2023-04-15 07:00:00,W008,AM,3,0,34,0.57,8,1
2023-04-15 08:00:00,W038,PM,3,1,39,0.55,10,1
2023-04-15 09:00:00,W008,Night,5,1,45,0.67,4,0
2023-04-15 10:00:00,W050,PM,4,1,49,0.93,3,1
2023-04-15 11:00:00,W003,PM,1,1,50,0.98,4,0
2023-04-15 12:00:00,W044,PM,4,1,48,0.62,10,0
2023-04-15 13:00:00,W003,Night,2,1,43,0.88,4,0
2023-04-15 14:00:00,W022,PM,3,1,59,0.79,6,0
2023-04-15 15:00:00,W006,Night,3,1,56,0.52,6,0
2023-04-15 16:00:00,W002,AM,4,0,41,0.77,6,1
2023-04-15 17:00:00,W023,Night,1,1,47,0.9,12,0
2023-04-15 18:00:00,W044,AM,3,1,54,0.64,7,0
2023-04-15 19:00:00,W002,Night,4,1,48,0.95,9,2
2023-04-15 20:00:00,W038,PM,6,1,45,0.62,7,0
2023-04-15 21:00:00,W017,Night,6,1,46,0.54,3,1
2023-04-15 22:00:00,W035,PM,7,1,42,0.58,9,0
2023-04-15 23:00:00,W034,AM,1,1,33,0.92,4,2
2023-04-16 00:00:00,W023,Night,4,0,47,0.71,6,0
2023-04-16 01:00:00,W030,PM,7,1,49,0.9,6,1
2023-04-16 02:00:00,W008,AM,6,1,40,0.77,11,0
2023-04-16 03:00:00,W022,AM,1,0,41,0.74,3,0
2023-04-16 04:00:00,W044,Night,8,1,52,0.9,10,1
2023-04-16 05:00:00,W036,AM,7,1,32,0.71,12,0
2023-04-16 06:00:00,W005,PM,8,1,40,0.9,7,0
2023-04-16 07:00:00,W013,AM,5,0,51,0.55,11,1
2023-04-16 08:00:00,W029,AM,1,0,52,0.82,8,1
2023-04-16 09:00:00,W031,PM,2,1,45,0.85,11,0
2023-04-16 10:00:00,W047,AM,5,0,48,0.95,6,0
2023-04-16 11:00:00,W016,AM,7,1,57,0.61,8,1
2023-04-16 12:00:00,W042,AM,4,0,45,0.8,10,0
2023-04-16 13:00:00,W030,AM,5,1,33,0.72,8,1
2023-04-16 14:00:00,W016,PM,5,0,39,0.69,8,0
2023-04-16 15:00:00,W012,AM,7,0,40,0.55,4,0
2023-04-16 16:00:00,W017,PM,4,1,44,0.57,5,0
2023-04-16 17:00:00,W016,AM,4,0,40,0.92,6,0
2023-04-16 18:00:00,W012,AM,6,1,47,0.87,15,1
2023-04-16 19:00:00,W008,AM,2,1,48,0.69,8,1
2023-04-16 20:00:00,W020,AM,4,1,42,0.91,7,0
2023-04-16 21:00:00,W003,PM,3,1,44,0.54,5,0
2023-04-16 22:00:00,W016,PM,3,0,44,0.81,10,0
2023-04-16 23:00:00,W030,PM,2,0,29,0.93,9,1
2023-04-17 00:00:00,W045,Night,1,1,43,0.92,11,1
2023-04-17 01:00:00,W023,AM,7,1,54,0.69,6,0
2023-04-17 02:00:00,W028,AM,1,1,41,0.87,7,1
2023-04-17 03:00:00,W040,PM,3,1,58,0.71,7,0
2023-04-17 04:00:00,W005,Night,4,1,45,0.92,9,1
2023-04-17 05:00:00,W020,AM,2,0,38,0.77,4,1
2023-04-17 06:00:00,W040,PM,1,1,49,0.88,8,0
2023-04-17 07:00:00,W044,AM,1,1,48,0.54,13,1
2023-04-17 08:00:00,W001,AM,8,1,42,0.8,10,1
2023-04-17 09:00:00,W030,PM,7,1,46,0.78,1,1
2023-04-17 10:00:00,W021,PM,5,0,31,0.8,6,0
2023-04-17 11:00:00,W020,AM,3,0,45,0.85,10,0
2023-04-17 12:00:00,W006,AM,4,1,54,0.96,4,1
2023-04-17 13:00:00,W022,PM,2,1,51,0.89,11,0
2023-04-17 14:00:00,W018,AM,1,1,47,0.61,11,0
2023-04-17 15:00:00,W008,AM,7,0,39,0.91,11,0
2023-04-17 16:00:00,W039,PM,5,0,39,0.56,9,0
2023-04-17 17:00:00,W032,AM,3,1,52,0.81,10,1
2023-04-17 18:00:00,W033,AM,3,1,50,0.94,9,0
2023-04-17 19:00:00,W016,Night,7,1,47,0.55,17,0
2023-04-17 20:00:00,W012,PM,8,1,48,0.92,9,0
2023-04-17 21:00:00,W038,Night,2,1,39,0.9,13,1
2023-04-17 22:00:00,W034,Night,1,1,50,0.75,7,1
2023-04-17 23:00:00,W014,Night,2,1,52,0.65,10,0
2023-04-18 00:00:00,W036,AM,7,1,40,0.7,10,0
2023-04-18 01:00:00,W033,AM,7,0,36,0.98,10,1
2023-04-18 02:00:00,W023,Night,2,0,53,0.6,4,0
2023-04-18 03:00:00,W050,Night,6,1,41,0.79,4,0
2023-04-18 04:00:00,W045,Night,5,1,58,0.54,5,0
2023-04-18 05:00:00,W002,AM,3,0,47,0.61,5,1
2023-04-18 06:00:00,W041,Night,6,0,45,0.88,5,0
2023-04-18 07:00:00,W021,Night,4,1,52,0.65,6,1
2023-04-18 08:00:00,W002,PM,3,0,52,0.99,6,1
2023-04-18 09:00:00,W027,PM,3,1,52,0.75,13,0
2023-04-18 10:00:00,W009,AM,5,0,44,0.76,7,0
2023-04-18 11:00:00,W001,PM,4,0,46,0.52,11,0
2023-04-18 12:00:00,W011,PM,1,1,45,0.98,9,0
2023-04-18 13:00:00,W003,PM,4,0,32,0.59,9,0
2023-04-18 14:00:00,W023,AM,1,1,47,0.77,3,0
2023-04-18 15:00:00,W026,PM,8,0,44,0.7,12,0
2023-04-18 16:00:00,W004,AM,8,0,43,0.71,4,0
2023-04-18 17:00:00,W018,Night,4,0,51,0.82,10,0
2023-04-18 18:00:00,W006,PM,2,0,40,0.83,3,0
2023-04-18 19:00:00,W035,AM,7,0,53,0.58,6,0
2023-04-18 20:00:00,W022,PM,4,1,48,0.75,6,1
2023-04-18 21:00:00,W043,Night,6,1,39,0.9,6,0
2023-04-18 22:00:00,W015,AM,6,0,55,0.72,5,1
2023-04-18 23:00:00,W022,AM,5,1,43,0.58,3,0
2023-04-19 00:00:00,W037,AM,7,1,45,0.66,11,0
2023-04-19 01:00:00,W042,Night,7,1,41,0.61,8,1
2023-04-19 02:00:00,W012,Night,1,1,49,0.56,10,0
2023-04-19 03:00:00,W047,Night,3,1,53,0.69,5,1
2023-04-19 04:00:00,W049,AM,5,0,53,0.77,9,0
2023-04-19 05:00:00,W042,Night,6,1,48,0.54,14,0
2023-04-19 06:00:00,W038,PM,6,1,47,0.8,8,0
2023-04-19 07:00:00,W018,Night,8,1,42,1.0,10,2
2023-04-19 08:00:00,W045,AM,1,1,46,0.98,6,0
2023-04-19 09:00:00,W035,PM,6,1,41,0.91,16,0
2023-04-19 10:00:00,W030,Night,6,1,42,0.63,10,0
2023-04-19 11:00:00,W024,PM,1,1,51,0.51,10,0
2023-04-19 12:00:00,W042,PM,6,1,47,0.92,9,0
2023-04-19 13:00:00,W030,AM,3,1,43,0.53,8,0
2023-04-19 14:00:00,W014,PM,2,0,40,0.6,9,0
2023-04-19 15:00:00,W006,PM,5,0,36,0.77,10,0
2023-04-19 16:00:00,W003,AM,3,1,47,0.59,7,1
2023-04-19 17:00:00,W016,AM,3,1,39,0.92,6,0
2023-04-19 18:00:00,W007,AM,2,0,51,0.89,4,1
2023-04-19 19:00:00,W014,PM,8,1,51,0.88,10,0
2023-04-19 20:00:00,W009,PM,7,1,50,0.91,6,0
2023-04-19 21:00:00,W015,PM,5,1,44,0.61,4,0
2023-04-19 22:00:00,W021,AM,8,0,54,0.86,13,1
2023-04-19 23:00:00,W035,Night,8,0,43,0.68,5,0
2023-04-20 00:00:00,W002,PM,3,1,59,0.83,5,0
2023-04-20 01:00:00,W027,Night,6,1,40,0.56,7,1
2023-04-20 02:00:00,W002,AM,8,1,40,0.85,8,0
2023-04-20 03:00:00,W035,PM,2,1,57,0.99,5,0
2023-04-20 04:00:00,W018,Night,7,1,44,0.52,9,0
2023-04-20 05:00:00,W014,PM,5,0,43,0.55,12,0
2023-04-20 06:00:00,W020,PM,4,1,36,0.56,9,0
2023-04-20 07:00:00,W018,PM,1,1,58,0.72,6,0
2023-04-20 08:00:00,W010,Night,6,1,35,0.65,6,0
2023-04-20 09:00:00,W025,AM,2,1,51,0.9,9,0
2023-04-20 10:00:00,W002,PM,1,1,44,0.74,8,0
2023-04-20 11:00:00,W025,AM,7,1,47,0.74,9,0
2023-04-20 12:00:00,W033,AM,7,1,41,0.86,11,1
2023-04-20 13:00:00,W036,Night,4,1,46,0.68,8,0
2023-04-20 14:00:00,W031,Night,8,1,41,0.68,6,0
2023-04-20 15:00:00,W014,AM,3,0,47,0.88,5,0
2023-04-20 16:00:00,W001,PM,3,0,57,0.89,8,0
2023-04-20 17:00:00,W046,Night,5,0,56,0.51,10,1
2023-04-20 18:00:00,W016,PM,2,0,42,0.57,8,1
2023-04-20 19:00:00,W046,PM,2,1,40,0.61,4,0
2023-04-20 20:00:00,W003,PM,8,0,36,0.68,6,1
2023-04-20 21:00:00,W035,AM,7,0,53,0.65,11,1
2023-04-20 22:00:00,W041,PM,5,0,50,0.83,9,0
2023-04-20 23:00:00,W006,AM,8,1,59,0.91,9,1
2023-04-21 00:00:00,W025,AM,1,1,43,0.6,7,0
2023-04-21 01:00:00,W013,PM,3,0,56,0.78,6,0
2023-04-21 02:00:00,W034,PM,3,0,49,0.68,9,0
2023-04-21 03:00:00,W008,PM,7,0,39,0.75,10,1
2023-04-21 04:00:00,W021,PM,2,1,47,0.81,7,0
2023-04-21 05:00:00,W034,AM,7,0,47,0.95,5,0
2023-04-21 06:00:00,W004,PM,8,1,55,0.6,6,0
2023-04-21 07:00:00,W025,PM,2,1,43,0.54,8,0
2023-04-21 08:00:00,W015,AM,5,0,47,0.81,8,0
2023-04-21 09:00:00,W004,Night,8,1,57,0.7,8,0
2023-04-21 10:00:00,W045,Night,4,0,45,0.58,4,0
2023-04-21 11:00:00,W012,AM,1,1,32,0.56,8,0
2023-04-21 12:00:00,W032,Night,6,0,56,0.78,9,0
2023-04-21 13:00:00,W032,AM,4,1,44,0.65,11,1
2023-04-21 14:00:00,W028,PM,8,1,47,1.0,4,1
2023-04-21 15:00:00,W013,PM,4,1,41,0.7,6,0
2023-04-21 16:00:00,W031,Night,2,0,37,0.61,9,0
2023-04-21 17:00:00,W014,PM,2,0,38,0.81,9,0
2023-04-21 18:00:00,W020,Night,2,1,40,0.62,13,1
2023-04-21 19:00:00,W018,Night,4,1,39,0.75,7,0
2023-04-21 20:00:00,W029,PM,7,1,34,0.74,11,0
2023-04-21 21:00:00,W006,PM,1,0,45,0.73,9,0
2023-04-21 22:00:00,W032,Night,7,0,48,0.9,5,0
2023-04-21 23:00:00,W029,PM,2,1,47,0.61,6,1
2023-04-22 00:00:00,W043,AM,8,0,37,0.95,9,1
2023-04-22 01:00:00,W002,PM,8,0,43,0.9,6,1
2023-04-22 02:00:00,W023,PM,3,0,45,0.67,17,0
2023-04-22 03:00:00,W019,AM,7,1,42,0.59,6,0
2023-04-22 04:00:00,W031,PM,1,1,40,0.64,10,1
2023-04-22 05:00:00,W005,PM,8,1,45,0.67,9,0
2023-04-22 06:00:00,W019,Night,3,1,43,0.78,7,1
2023-04-22 07:00:00,W034,PM,1,1,38,0.52,6,1
2023-04-22 08:00:00,W010,PM,2,1,44,0.96,12,0
2023-04-22 09:00:00,W025,AM,7,0,47,0.55,7,1
2023-04-22 10:00:00,W002,Night,6,1,38,0.64,4,0
2023-04-22 11:00:00,W011,Night,5,1,53,0.55,16,0
2023-04-22 12:00:00,W050,Night,2,0,53,0.63,8,0
2023-04-22 13:00:00,W031,PM,8,1,53,0.92,7,1
2023-04-22 14:00:00,W015,Night,4,0,42,0.81,5,0
2023-04-22 15:00:00,W009,AM,6,1,51,0.61,7,0
2023-04-22 16:00:00,W023,Night,4,0,67,0.94,13,0
2023-04-22 17:00:00,W019,AM,1,0,32,0.9,11,1
2023-04-22 18:00:00,W009,Night,4,0,43,0.88,11,0
2023-04-22 19:00:00,W035,Night,6,1,47,0.92,10,0
2023-04-22 20:00:00,W021,AM,6,1,44,0.81,7,1
2023-04-22 21:00:00,W009,Night,2,1,32,0.75,5,0
2023-04-22 22:00:00,W028,Night,3,1,43,0.69,8,2
2023-04-22 23:00:00,W046,Night,2,1,48,0.61,10,1
2023-04-23 00:00:00,W007,PM,1,0,39,0.78,7,0
2023-04-23 01:00:00,W016,AM,8,1,38,0.94,8,1
2023-04-23 02:00:00,W016,Night,4,0,47,0.8,9,0
2023-04-23 03:00:00,W033,AM,3,0,41,0.96,3,0
2023-04-23 04:00:00,W004,AM,7,1,41,0.68,14,0
2023-04-23 05:00:00,W004,AM,5,0,36,0.85,9,0
2023-04-23 06:00:00,W039,Night,6,0,52,0.82,8,0
2023-04-23 07:00:00,W040,Night,3,1,58,0.84,4,0
2023-04-23 08:00:00,W017,AM,8,1,40,0.82,11,0
2023-04-23 09:00:00,W037,PM,7,1,43,0.61,6,0
2023-04-23 10:00:00,W039,AM,3,1,43,0.57,9,0
2023-04-23 11:00:00,W029,PM,2,1,33,0.99,12,0
2023-04-23 12:00:00,W036,AM,7,1,48,0.52,6,0
2023-04-23 13:00:00,W038,AM,5,0,63,0.73,7,0
2023-04-23 14:00:00,W039,AM,8,0,47,0.71,9,0
2023-04-23 15:00:00,W050,Night,6,1,51,0.68,9,0
2023-04-23 16:00:00,W037,PM,8,0,46,0.89,12,2
2023-04-23 17:00:00,W035,PM,1,1,43,0.87,12,0
2023-04-23 18:00:00,W007,AM,1,1,43,0.95,8,0
2023-04-23 19:00:00,W027,Night,3,0,35,0.7,8,0
2023-04-23 20:00:00,W028,Night,7,0,36,0.78,4,0
2023-04-23 21:00:00,W022,PM,3,0,46,0.95,13,0
2023-04-23 22:00:00,W014,Night,4,0,47,1.0,13,0
2023-04-23 23:00:00,W007,PM,5,0,49,0.98,7,0
2023-04-24 00:00:00,W037,PM,6,1,42,0.86,11,0
2023-04-24 01:00:00,W022,PM,3,1,49,0.57,8,0
2023-04-24 02:00:00,W005,Night,4,1,59,0.51,8,0
2023-04-24 03:00:00,W002,PM,7,0,51,0.91,7,0
2023-04-24 04:00:00,W027,PM,5,1,45,0.92,5,0
2023-04-24 05:00:00,W021,AM,6,1,52,0.87,8,0
2023-04-24 06:00:00,W038,PM,1,1,42,0.64,7,1
2023-04-24 07:00:00,W015,PM,4,1,44,0.82,6,0
2023-04-24 08:00:00,W021,AM,7,1,42,0.66,10,0
2023-04-24 09:00:00,W010,AM,5,1,53,0.73,5,0
2023-04-24 10:00:00,W023,Night,4,1,46,0.69,6,0
2023-04-24 11:00:00,W039,PM,3,0,45,0.96,6,0
2023-04-24 12:00:00,W005,Night,2,1,34,0.62,12,1
2023-04-24 13:00:00,W001,Night,1,0,43,0.79,12,2
2023-04-24 14:00:00,W013,AM,3,1,53,0.68,11,0
2023-04-24 15:00:00,W021,Night,3,1,43,0.83,5,0
2023-04-24 16:00:00,W026,PM,7,0,52,0.78,4,0
2023-04-24 17:00:00,W050,AM,7,0,42,0.96,12,0
2023-04-24 18:00:00,W045,PM,5,0,55,0.55,9,0
2023-04-24 19:00:00,W021,PM,7,0,43,0.61,3,0
2023-04-24 20:00:00,W018,AM,4,0,44,0.88,8,0
2023-04-24 21:00:00,W037,PM,1,0,45,0.68,6,0
2023-04-24 22:00:00,W045,AM,3,0,47,0.58,8,0
2023-04-24 23:00:00,W032,PM,5,0,43,0.75,8,0
2023-04-25 00:00:00,W036,AM,8,1,57,0.83,7,0
2023-04-25 01:00:00,W017,Night,8,0,52,0.52,7,0
2023-04-25 02:00:00,W035,PM,1,0,53,0.65,5,1
2023-04-25 03:00:00,W049,AM,7,1,36,0.9,12,1
2023-04-25 04:00:00,W011,PM,7,1,54,0.76,4,0
2023-04-25 05:00:00,W021,PM,4,1,42,0.52,9,1
2023-04-25 06:00:00,W026,PM,7,0,30,0.64,6,1
2023-04-25 07:00:00,W004,AM,8,1,38,0.82,11,1
2023-04-25 08:00:00,W034,Night,3,1,32,0.6,5,0
2023-04-25 09:00:00,W048,Night,8,1,47,0.91,11,0
2023-04-25 10:00:00,W018,Night,6,1,42,0.84,7,0
2023-04-25 11:00:00,W040,AM,3,1,49,0.74,8,1
2023-04-25 12:00:00,W035,Night,3,1,36,0.96,2,0
2023-04-25 13:00:00,W041,AM,7,1,40,0.7,6,1
2023-04-25 14:00:00,W029,PM,1,1,50,0.62,8,2
2023-04-25 15:00:00,W029,PM,7,1,39,0.83,8,1
2023-04-25 16:00:00,W038,Night,1,1,54,0.79,9,0
2023-04-25 17:00:00,W042,AM,1,0,47,0.67,7,0
2023-04-25 18:00:00,W021,PM,8,1,33,0.67,4,1
2023-04-25 19:00:00,W042,AM,1,0,47,0.7,8,1
2023-04-25 20:00:00,W013,AM,5,1,53,0.65,3,0
2023-04-25 21:00:00,W049,PM,2,1,42,0.86,9,0
2023-04-25 22:00:00,W041,AM,7,0,43,0.83,6,0
2023-04-25 23:00:00,W017,PM,5,1,40,0.72,6,1
2023-04-26 00:00:00,W009,PM,3,0,45,0.7,4,1
2023-04-26 01:00:00,W041,PM,5,1,40,0.68,6,0
2023-04-26 02:00:00,W001,AM,4,0,45,0.64,8,0
2023-04-26 03:00:00,W002,PM,6,1,52,0.54,8,0
2023-04-26 04:00:00,W048,AM,1,1,42,0.63,11,1
2023-04-26 05:00:00,W029,PM,7,1,49,0.66,11,0
2023-04-26 06:00:00,W033,PM,4,1,40,0.77,7,0
2023-04-26 07:00:00,W010,Night,7,0,54,0.89,11,0
2023-04-26 08:00:00,W050,Night,8,1,43,0.7,8,2
2023-04-26 09:00:00,W040,Night,6,0,51,0.97,4,0
2023-04-26 10:00:00,W021,AM,4,0,46,0.91,8,0
2023-04-26 11:00:00,W028,AM,7,0,46,0.99,8,0
2023-04-26 12:00:00,W011,PM,3,1,44,0.94,5,0
2023-04-26 13:00:00,W034,PM,1,1,34,0.81,9,0
2023-04-26 14:00:00,W008,PM,4,0,35,0.8,7,2
2023-04-26 15:00:00,W022,PM,3,0,52,0.56,11,0
2023-04-26 16:00:00,W008,AM,1,0,53,0.86,15,0
2023-04-26 17:00:00,W049,PM,2,1,61,0.8,11,0
2023-04-26 18:00:00,W015,PM,3,1,50,0.75,12,0
2023-04-26 19:00:00,W017,Night,5,0,60,0.85,14,0
2023-04-26 20:00:00,W023,PM,7,1,44,0.72,11,1
2023-04-26 21:00:00,W024,PM,8,0,42,0.76,8,0
2023-04-26 22:00:00,W045,PM,1,1,44,0.7,5,1
2023-04-26 23:00:00,W019,AM,4,1,40,0.86,9,0
2023-04-27 00:00:00,W005,Night,6,1,54,0.94,10,0
2023-04-27 01:00:00,W032,PM,4,1,41,0.92,6,0
2023-04-27 02:00:00,W044,PM,5,1,43,0.89,11,0
2023-04-27 03:00:00,W001,Night,7,0,55,0.51,11,0
2023-04-27 04:00:00,W023,PM,5,0,41,0.96,7,0
2023-04-27 05:00:00,W037,AM,4,1,45,0.64,8,0
2023-04-27 06:00:00,W008,PM,8,0,46,0.94,7,1
2023-04-27 07:00:00,W013,AM,7,0,53,0.6,3,0
2023-04-27 08:00:00,W008,AM,6,1,42,0.72,7,1
2023-04-27 09:00:00,W023,PM,1,1,44,0.87,8,0
2023-04-27 10:00:00,W043,Night,7,1,42,0.82,10,0
2023-04-27 11:00:00,W001,AM,3,1,48,0.71,9,0
2023-04-27 12:00:00,W045,Night,7,1,37,0.84,8,0
2023-04-27 13:00:00,W024,PM,5,0,47,0.77,4,0
2023-04-27 14:00:00,W035,AM,5,1,42,0.64,10,1
2023-04-27 15:00:00,W024,PM,5,1,55,0.82,4,0
2023-04-27 16:00:00,W017,Night,6,0,37,0.6,12,0
2023-04-27 17:00:00,W005,PM,7,0,49,0.85,7,0
2023-04-27 18:00:00,W020,PM,8,0,45,0.5,10,0
2023-04-27 19:00:00,W021,AM,8,1,39,0.77,5,0
2023-04-27 20:00:00,W040,PM,7,1,47,0.7,9,0
2023-04-27 21:00:00,W031,PM,8,1,49,0.65,7,0
2023-04-27 22:00:00,W046,PM,2,1,58,0.76,13,2
2023-04-27 23:00:00,W036,AM,6,0,49,0.82,7,1
